,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.02950502003478661,0.8799880152522597,0.9199920101681731
1,02,-0.011881545415398275,0.7574523390695898,0.8383015593797265
2,03,0.0068725708833939445,1.051311707183323,1.0342078047888819
3,04,0.01751604382676687,2.6812147356793137,2.120809823786209
4,05,-0.0026872637407674323,0.9790187248342741,0.9860124832228494
5,06,0.0006240637188048966,0.7843089205691893,0.8562059470461263
6,07,0.019296402033257547,1.342557539689831,1.228371693126554
7,08,-0.007708378278739403,0.8322649291785296,0.888176619452353
8,09,0.014801506149777825,0.9160180579668699,0.9440120386445798
9,10,-0.037282947629570656,0.7231438389222463,0.8154292259481641
10,11,0.010760510853203845,1.6193839606091007,1.412922640406067
11,12,-0.01699383581288906,0.8933476749765186,0.9288984499843458
12,01,0.019535376100704098,0.8096679872012185,0.873111991467479
13,02,0.022399263103652593,1.362206029220828,1.2414706861472187
14,03,0.023989099502444523,0.740734398590498,0.8271562657269986
15,04,0.009051485887417308,1.1779930863177974,1.1186620575451982
16,05,-0.02175516729572507,1.0960365041649984,1.064024336109999
17,06,0.027153101356782405,1.1820896487727968,1.1213930991818646
18,07,0.021660114691993075,2.0037036847337184,1.6691357898224788
19,08,0.0012776727192759893,1.3421281807913283,1.2280854538608856
20,09,0.013993005254702305,1.5931858206574334,1.3954572137716221
21,10,0.015451304673519782,0.9789062023263789,0.9859374682175859
22,11,0.01819301319515696,0.9852650004151102,0.9901766669434069
23,12,0.002146003949987859,0.4646179432732961,0.643078628848864
24,01,0.004359702031455438,1.8070321735311095,1.5380214490207396
25,02,-0.01045898881418476,0.9635796711505281,0.9757197807670188
26,03,-0.06801577560922827,1.10972850296897,1.0731523353126466
27,04,0.0015262277191227672,0.9556609536653743,0.9704406357769162
28,05,0.01690614407149555,1.0084430885255302,1.0056287256836869
29,06,0.02301404397185882,1.2285736045741695,1.1523824030494463
30,07,0.0016666034974321398,1.3871316913131055,1.258087794208737
31,08,0.018895955369708763,1.2225512367165237,1.148367491144349
32,09,-0.020980065193772893,0.9129333806529992,0.9419555871019996
33,10,-0.006234259635917045,0.9818409276658835,0.9878939517772556
34,11,0.07683633084139371,0.7167939424343055,0.8111959616228703
35,12,0.0047704124832466735,0.6116047455072617,0.7410698303381744
36,01,0.004102275336689364,1.276838316750105,1.1845588778334033
37,02,0.04096436863457829,1.3144139081491995,1.2096092720994662
38,03,0.021253712656106667,0.9485069156877545,0.9656712771251696
39,04,0.00706621307933953,1.1950555040793305,1.1300370027195537
40,05,0.016691793184341497,0.5331090434833459,0.6887393623222305
41,06,0.013854238619155645,1.2053789229574696,1.1369192819716465
42,07,0.004949011124891674,1.5755612887580956,1.3837075258387304
43,08,0.020282804233788723,1.024820762809637,1.0165471752064248
44,09,0.012577699997154797,0.6860481132732464,0.7906987421821643
45,10,0.0075779094220563515,-0.16607364466222838,0.22261757022518108
46,11,0.011980472043449767,0.4805313206783027,0.6536875471188685
47,12,0.01866227545642834,0.00293267071209544,0.33528844714139694
48,01,0.01125875189657068,1.8992207996974404,1.5994805331316269
49,02,-0.009064175216798576,1.3549313312116351,1.2366208874744233
50,03,0.02428839728765255,1.020676395877784,1.0137842639185226
51,04,-0.00026509246605555816,0.5548377539182691,0.703225169278846
52,05,0.018873367822681238,0.9251402025042024,0.9500934683361348
53,06,-0.0350396474939671,0.7916897319079206,0.8611264879386138
54,07,0.0047974278679858515,0.8709220644542028,0.9139480429694686
55,08,-0.017271185406528507,1.603161416383926,1.4021076109226174
56,09,-0.02788955290318964,0.792514102805151,0.8616760685367673
57,10,0.0024276716199306946,4.218026759923023,3.1453511732820156
58,11,-0.009890266316271042,0.9971150719608222,0.998076714640548
59,12,-0.02875297487440507,1.0757369319967887,1.0504912879978592
60,01,-0.007344267152303872,0.5410555385517938,0.6940370257011959
61,02,-0.03630595404347582,1.044794523903261,1.0298630159355073
62,03,-0.06439015741905983,1.37123731466554,1.2474915431103601
63,04,-0.05423624857588078,1.4539041137102782,1.3026027424735187
64,05,-0.06832054507149127,0.6696492794257527,0.7797661862838351
65,06,-0.059997470306644374,0.9327809601096484,0.9551873067397656
66,07,-0.045977306914592314,0.5726122398317625,0.7150748265545083
67,08,-0.06926404160265326,0.6202619682454005,0.7468413121636003
68,09,-0.07198840081103154,1.1983733565073433,1.132248904338229
69,10,-0.08593636804155373,1.1752917403451084,1.1168611602300722
70,11,-0.05342508539226634,1.0973565793354758,1.0649043862236505
71,12,-0.05977030929220635,-0.3234786412207704,0.1176809058528197
