,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.009838345313220502,-0.029550173794086754,0.3136332174706088
1,02,-0.00684267190532052,1.196516846461334,1.1310112309742226
2,03,0.0178847378906566,1.3440458731953284,1.2293639154635523
3,04,0.020552797118095087,-0.4682979332418815,0.02113471117207899
4,05,0.0019509794255893349,0.5963744833888649,0.7309163222592432
5,06,0.013863963775313515,0.922900508066878,0.948600338711252
6,07,0.008183498840145333,-0.8277435288714353,-0.2184956859142902
7,08,-0.003017926229628476,0.3825608959055966,0.588373930603731
8,09,0.0020126120465734938,0.4600060461236159,0.6400040307490773
9,10,-0.011854372492229181,1.3968327720907465,1.264555181393831
10,11,0.010316665346344067,0.42126058819856566,0.6141737254657105
11,12,0.004071748480723899,0.3091432426571086,0.5394288284380724
12,01,0.022506102082863872,1.962096405006358,1.641397603337572
13,02,0.02119342833877845,0.2687041805872455,0.5124694537248303
14,03,0.013655863847854794,0.21897630845100552,0.479317538967337
15,04,0.00037588381915687995,0.13741513849998693,0.42494342566665794
16,05,0.01210332295735278,0.334125879090929,0.5560839193939526
17,06,0.014915744416201315,1.4074294440287365,1.271619629352491
18,07,0.01042200783715237,0.7270586627957395,0.818039108530493
19,08,0.008616532280837202,0.5159913636342921,0.6773275757561947
20,09,0.007271979834900297,-0.22802559546358891,0.1813162696909407
21,10,0.0024891998955438002,0.031373609017579275,0.3542490726783862
22,11,0.016078341974554832,0.19675775251568503,0.46450516834378996
23,12,0.0060544640391898595,1.395638130175106,1.2637587534500707
24,01,0.014808131651891935,0.7318773400310963,0.8212515600207309
25,02,-0.005824565186074937,0.8347568703727568,0.889837913581838
26,03,-0.017344206823698607,0.7014242175784786,0.8009494783856523
27,04,0.016358973991896782,0.0681709189211662,0.3787806126141108
28,05,0.01840925159850485,0.15203852132656823,0.43469234755104547
29,06,0.006169454063523893,0.30347884937883784,0.5356525662525585
30,07,0.012880223601815507,0.42258607133697007,0.6150573808913133
31,08,0.00560453839614313,0.4667623536312116,0.6445082357541411
32,09,0.015110333268776371,0.7799433446959289,0.8532955631306192
33,10,0.003142452261666233,0.4372116481387077,0.6248077654258051
34,11,0.03129626746436042,0.8282895099633402,0.8855263399755602
35,12,0.005068930429465031,0.8483604130702197,0.8989069420468132
36,01,0.006686324715016368,0.025941507810669492,0.35062767187377963
37,02,0.0035505093309142043,0.7698715165764751,0.8465810110509835
38,03,0.026036967005285547,0.674981247030271,0.7833208313535139
39,04,0.010911039181629507,0.5238084969588089,0.6825389979725393
40,05,0.013377380787559453,0.1284057340061085,0.41893715600407233
41,06,0.01853856197815313,-0.05061856775495069,0.29958762149669954
42,07,0.020235267026060627,0.4729124766529897,0.6486083177686598
43,08,0.014312726720720302,0.2656870487816381,0.5104580325210921
44,09,0.008984908354686419,0.4620838524466908,0.6413892349644605
45,10,0.01752214677746995,1.1698864258227104,1.1132576172151403
46,11,0.017266917080568208,0.5670985606494565,0.711399040432971
47,12,0.020092352431427835,0.7232696860369223,0.8155131240246148
48,01,-0.014047839226095862,-0.7162183960371996,-0.1441455973581331
49,02,0.003964191128801883,-1.2189903764194008,-0.47932691761293383
50,03,0.02156960841264796,0.38685992927828783,0.5912399528521919
51,04,0.02176152149012279,0.9906265594649062,0.9937510396432707
52,05,0.008017963846303244,0.7741407256882141,0.8494271504588093
53,06,-0.006844587576899161,0.9166667822886767,0.9444445215257844
54,07,0.013055075169353201,0.2935441077567702,0.5290294051711801
55,08,-0.0065992091082303925,0.27595146997130743,0.5173009799808717
56,09,-0.03895921614908422,0.7144839419520501,0.8096559613013667
57,10,0.0012258780276466468,1.4395362898199329,1.2930241932132887
58,11,-0.010810273710529426,0.815470795447437,0.8769805302982914
59,12,-0.04215747567762526,0.9448951512890515,0.9632634341927011
60,01,-0.02738279114519475,0.43466791372403124,0.6231119424826874
61,02,-0.05194055094503225,0.5679523238670136,0.7119682159113423
62,03,-0.04493827564181603,0.2302772945187472,0.4868515296791648
63,04,-0.04465358022872711,-0.12302802074752239,0.25131465283498505
64,05,-0.061450941655708954,1.2268718227429516,1.1512478818286345
65,06,-0.06104128570679557,1.072779616257368,1.0485197441715786
66,07,-0.06844785155103092,1.1201713682495504,1.0801142454997004
67,08,-0.07433876052225545,1.5905336044395113,1.3936890696263409
68,09,-0.08263934926393182,0.9882163745979682,0.9921442497319788
69,10,-0.08171318672842118,0.40726500581491454,0.604843337209943
70,11,-0.055580256866486204,1.1244546586337303,1.082969772422487
71,12,-0.06391448504791356,0.8364284158502746,0.8909522772335163
