,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.03660222290300373,1.5794063083483774,1.3862708722322514
1,02,0.0009028407869726418,0.7564649537507062,0.8376433025004708
2,03,0.002015784497623027,0.8776895466620955,0.9184596977747304
3,04,0.02972128262892529,1.3702660989781188,1.2468440659854125
4,05,-0.009091808545471003,1.0819115835674662,1.0546077223783108
5,06,-0.0068634919664482905,0.9192490915009893,0.9461660610006595
6,07,0.010931212375864443,2.060317807138126,1.706878538092084
7,08,-0.014659837593885148,1.0244370539333332,1.0162913692888889
8,09,0.007493729852917283,1.1231605327286807,1.0821070218191204
9,10,-0.033552863250899186,0.7222342138740423,0.8148228092493615
10,11,0.010564694896947906,1.4686420004479466,1.312428000298631
11,12,-0.016706103909188176,1.4240398058208343,1.2826932038805563
12,01,0.028608016268311838,-0.6272073689392883,-0.08480491262619222
13,02,0.010836247140971197,1.612796935874228,1.4085312905828187
14,03,0.014912361259155873,1.4437382773542884,1.2958255182361922
15,04,0.021892131327184823,2.0316211758855234,1.687747450590349
16,05,-0.02645599490627946,1.4216682217198244,1.2811121478132164
17,06,0.021117368852446673,0.6389400311585759,0.7592933541057172
18,07,0.014981348707551034,1.2413874962142173,1.1609249974761449
19,08,-0.008240878149842165,1.1197565902530442,1.0798377268353627
20,09,0.02056256248023793,1.7180506954544712,1.4787004636363141
21,10,0.022146434176880354,1.3084590972604968,1.2056393981736646
22,11,0.024217205969151473,1.3342190548806439,1.2228127032537626
23,12,0.009562325116897682,0.5464741566343944,0.6976494377562629
24,01,-0.004593524373142646,1.4378503387275168,1.2919002258183445
25,02,-0.0038290457719832756,1.166662188217294,1.111108125478196
26,03,-0.08244664057329243,0.9962904172323093,0.9975269448215396
27,04,-0.0006991854312218329,1.5034983930066712,1.3356655953377807
28,05,0.01822269663660774,1.5016979266925563,1.3344652844617042
29,06,0.02404139639910448,1.405770387480901,1.270513591653934
30,07,0.011510754117713549,1.3701562243868497,1.2467708162578999
31,08,0.028538264013403418,1.5592175795340233,1.3728117196893488
32,09,-0.01904332340038191,1.3393527811032326,1.226235187402155
33,10,-0.004199981337301127,1.2574159884264184,1.1716106589509456
34,11,0.09407266209605333,0.6394870688866151,0.75965804592441
35,12,0.002905878168472261,1.341678437180406,1.2277856247869374
36,01,0.004196001644330462,1.4054113456741475,1.2702742304494317
37,02,0.04621482351557373,1.353961265008095,1.2359741766720633
38,03,0.030602551136178453,0.847537542008502,0.8983583613390014
39,04,0.010891795287659257,1.033184992449637,1.022123328299758
40,05,0.02795213262568111,2.164989905377527,1.7766599369183513
41,06,0.008717041753762424,1.7531633361923789,1.5021088907949192
42,07,0.007974501480347942,1.7900025119092406,1.526668341272827
43,08,0.026013907042528914,1.122361457019701,1.0815743046798005
44,09,0.01206307463045809,1.3631070327570372,1.242071355171358
45,10,0.017965570669196275,-0.17273544487567252,0.21817637008288499
46,11,-0.0038986644533886197,1.2856935239472675,1.1904623492981783
47,12,0.029635979204275863,0.6895349723447325,0.7930233148964883
48,01,0.017841819161481573,2.1207869504919827,1.7471913003279884
49,02,0.004589528593687029,2.595018108330642,2.0633454055537612
50,03,0.0056972228860710785,1.3518528952342832,1.2345685968228555
51,04,0.010363175945532207,0.7575024312400422,0.8383349541600282
52,05,0.027197751493379673,1.3126630621952367,1.208442041463491
53,06,-0.023882180869433764,1.0585171412210812,1.0390114274807207
54,07,0.0033922557567811124,1.444459355571389,1.2963062370475926
55,08,-0.005537431903713405,1.5921727982288836,1.3947818654859223
56,09,-0.012583408240474353,1.4276239887041482,1.2850826591360989
57,10,0.012085002777118629,1.1107420498041092,1.0738280332027395
58,11,-0.0023434111376147374,0.7004343129093505,0.800289541939567
59,12,-0.03861890827589816,0.8658281460184473,0.9105520973456316
60,01,-0.004681616577449031,0.8068875365937472,0.8712583577291648
61,02,-0.0391073223397602,1.2464811267582703,1.1643207511721803
62,03,-0.06181440578684007,1.4146624492060778,1.2764416328040518
63,04,-0.0529243467459706,1.6323252507110615,1.4215501671407076
64,05,-0.06557294144740605,1.4269104763095806,1.284606984206387
65,06,-0.04742317736601017,0.8198773268305805,0.8799182178870537
66,07,-0.045692643369983,1.1129030281856003,1.0752686854570668
67,08,-0.08009132536205489,0.8375397549253367,0.8916931699502244
68,09,-0.0652303915137505,0.8677045538720832,0.9118030359147222
69,10,-0.08290128272661182,1.0933903277928922,1.0622602185285948
70,11,-0.04982685016161611,1.0415901173170599,1.0277267448780398
71,12,-0.06730862342957916,0.7221767323838824,0.8147844882559215
