,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,-0.0025701551022021944,1.6853400793605133,1.4568933862403421
1,02,-0.010991041671819524,1.089886866251599,1.059924577501066
2,03,-0.07180135948043034,1.067156481558715,1.04477098770581
3,04,-0.00046827189779287577,1.0318365289828075,1.021224352655205
4,05,0.012560240927011534,0.9811282811624679,0.987418854108312
5,06,0.01814000526270805,1.389647395902252,1.2597649306015013
6,07,0.010144211774836251,1.4284255684934144,1.2856170456622762
7,08,0.030213149590630838,1.5346275397278055,1.3564183598185369
8,09,-0.01907428752894516,1.070081785878346,1.046721190585564
9,10,-0.010930146337003793,1.1386409896104372,1.0924273264069582
10,11,0.08312294550040356,0.46066880397911814,0.640445869319412
11,12,0.008687510144961611,1.0175261704816296,1.0116841136544197
