,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.014975120284184434,1.1546307154755504,1.1030871436503669
1,02,-0.002128623623557705,0.8528095962252678,0.9018730641501784
2,03,-0.02779447328188233,0.7136834611117389,0.8091223074078259
3,04,0.018414994136256566,-0.016669928379823895,0.32222004774678403
4,05,0.022008636549461842,0.27544624086405445,0.5169641605760362
5,06,0.004566230476492777,0.4144465283191628,0.6096310188794418
6,07,0.01277115063758078,0.36693607010283624,0.5779573800685575
7,08,0.004200602301612696,0.7009226517375977,0.8006151011583984
8,09,0.014988723940896662,0.9134363504762127,0.9422909003174751
9,10,0.0050060179345204625,0.6340229667294331,0.7560153111529554
10,11,0.038184958239652095,0.7943143999510356,0.8628762666340237
11,12,0.006523783640344762,0.7997795800174144,0.8665197200116097
