,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,-0.002071784556268462,1.7960798642731026,1.5307199095154016
1,02,0.0008559796258701471,1.0290927866208985,1.019395191080599
2,03,-0.07533543962284414,0.8488212192213476,0.8992141461475651
3,04,0.005466314090980043,1.2881842927439917,1.1921228618293278
4,05,0.024666455441270135,1.206873947264653,1.137915964843102
5,06,0.02409279801045333,1.2078996158825763,1.1385997439217175
6,07,0.0008957480068167795,1.2903368238557547,1.193557882570503
7,08,0.021154600322682977,1.2094003035168979,1.1396002023445986
8,09,-0.012541003670329523,1.0815328017802102,1.0543552011868067
9,10,0.005051714493032525,1.0725331201573305,1.0483554134382203
10,11,0.07537387971674654,0.8647061948442385,0.909804129896159
11,12,0.008176856008282872,0.9346037094312418,0.9564024729541611
