,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.003972991648696989,0.6897527402401039,0.7931684934934026
1,02,0.0026254154195025276,0.39435617097937214,0.5962374473195814
2,03,0.024359733781946197,0.6386409500177097,0.7590939666784731
3,04,0.012392724527292218,0.49975652428653716,0.6665043495243581
4,05,0.010829790285588375,0.4780270433669189,0.6520180289112792
5,06,-0.02455854817398072,0.9608908605889244,0.9739272403926162
6,07,0.006453790828055422,0.6748188984936241,0.7832125989957494
7,08,-0.011858665709372569,0.5652052332589519,0.7101368221726345
8,09,-0.035500261019767054,0.6437213245457932,0.7624808830305287
9,10,0.007265317357120224,1.345156913209143,1.2301046088060954
10,11,0.0038794597178279325,1.3404057968888414,1.2269371979258943
11,12,-0.0365255332199099,0.9478669405199968,0.9652446270133312
