,Beta
Diasorin 2021,-0.2947311985468853
Telecom 2021,-0.12935549053946946
Inwit 2021,0.30097116733450513
Erg 2021,0.5463550908052648
Recordati 2021,0.5525776246978326
Snam 2021,0.5586992859405044
Italgas 2021,0.5758773025625287
Ferrari 2021,0.5773226576962215
Terna 2021,0.5813863888457671
Enel 2021,0.6891779953946012
