,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.0021842992464677197,-0.18052339939171297,0.2129844004055247
1,02,0.006725085021587314,0.812464457102444,0.8749763047349626
2,03,0.027143116443961383,0.9630602564426515,0.9753735042951011
3,04,0.01495400516497539,0.6864828235932279,0.7909885490621519
4,05,0.01703452982882131,-0.17520799575977897,0.216528002826814
5,06,0.02085107058490715,0.08019281590847777,0.3867952106056518
6,07,0.020335706337825554,0.483502868571775,0.65566857904785
7,08,0.01890248441409215,0.5997377922878196,0.7331585281918798
8,09,0.007452278129701659,0.39667321765039043,0.5977821451002603
9,10,0.01640449515177898,1.50618312287517,1.3374554152501132
10,11,0.018853898899051896,0.8885859208363738,0.9257239472242491
11,12,0.022789794517973028,0.8975633775229481,0.931708918348632
