,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.0036541369542397208,1.644307340866865,1.4295382272445765
1,02,0.037922346566750434,1.607795575306972,1.4051970502046478
2,03,0.027074502494498606,0.9944865522976978,0.9963243681984653
3,04,0.0035184546458995936,1.346347844903883,1.2308985632692553
4,05,0.022718556355649084,2.6298982631817758,2.086598842121184
5,06,0.010331569109733476,1.3317382044016826,1.2211588029344551
6,07,0.0037089743648576574,1.3870195337612614,1.2580130225075077
7,08,0.02155338451200507,1.0744238095041998,1.0496158730027998
8,09,0.011573879964340127,1.1494561612173995,1.0996374408115996
9,10,0.010689070237995322,-0.0897621606017742,0.27349189293215054
10,11,-0.007974884481157025,0.8848349918054517,0.923223327870301
11,12,0.024364451128938123,0.250782423077184,0.5005216153847893
