Date,Prysmian ,Mediobanca ,Leonardo ,Stellantis ,Fineco ,Stmicroeletronics ,Banca Monte dei Paschi di Siena ,Unicredit ,Telecom ,Intesa San Paolo 
2019-03-15,-0.017476331360946697,0.0438279576576734,0.1790289028349627,-0.0035253352834725997,0.0364953379953378,0.0557256888839803,-0.021052025766253098,0.0558706493649307,-0.0254168877099911,0.0439459650778666
2019-03-22,0.017563519813519498,0.0007694104960459993,0.024240055983421202,0.0166822005503444,0.0028471519829649998,-0.0017396348521519006,0.0093876484417707,-0.025882173070375297,-0.01940932435517,-0.013884659110784698
2019-03-29,0.0142263933671118,0.0396692032537102,0.0265464498501004,0.0431618781752951,0.0212585562746012,-0.08762766633986069,-0.0172641738539114,0.0085640800324455,0.0587394592854842,0.0110700119495621
2019-04-05,0.0050320417797442,0.013995149743368,0.0217032967032968,0.0385107870237981,0.022183040839757102,0.186319598459204,0.027942121404678402,0.0561737702269726,-0.027899877899877797,0.0328650391524642
2019-04-12,-0.0890665189859001,0.021099097247344302,-0.0010042035963087996,0.038436449406139696,0.020124436283984,0.0330854556896422,0.0551916944433505,0.0353108233442924,-0.0371446463372695,0.0263691033675365
2019-04-19,0.070661583680852,0.0025669458773306003,0.0159545721199677,0.0360024741874809,0.006099467309277601,0.0392738840517137,0.0458304791878797,0.0330707196029776,0.0019008789500434002,0.0254967492546865
2019-04-26,0.0171097672994488,-0.0048026315789474,-0.0084678520960904,-0.0501954035390591,-0.005211127108185899,-0.017737951807229,-0.0544914270244254,-0.04966849529780561,-0.0234033592989287,-0.0161144158628081
2019-05-03,0.0436556134313088,0.008785630239741,-0.0332064004697593,0.027760908569031,-0.0531779964221825,0.0151247660562411,0.0414921194007708,0.0177183310394046,0.0063635012093853,0.0211540986365931
2019-05-10,-0.0343116772633653,-0.0309212454212454,0.0022930402930402996,-0.0809425388368624,-0.1259477004477005,-0.08527954971857421,-0.10265888762400391,-0.0779959418137891,-0.060330769230769195,-0.06471354270191479
2019-05-17,0.0528210955710954,-0.0214081534407622,0.0024547455032529002,0.0370609496907285,0.0128594818701394,0.0491930619665281,-0.0403276690031934,-0.0491262147916324,-0.0036193361433087996,0.0100360793987212
2019-05-24,-0.09482706766917279,-0.021607300232469297,0.0117145597544599,-0.1377942380640109,-0.012896118986753401,-0.1177226818125694,-0.0387353222263134,-0.017595112678304603,-0.048957486382356905,-0.11073329434905109
2019-05-31,-0.035988431876606705,-0.0369831981460024,-0.010167988107036601,0.0029263851951374996,-0.044115384615384605,0.0070622254758419,-0.0541112289144113,-0.0121023166023164,0.0083803926044281,-0.0397985199082759
2019-06-07,0.1176709902622494,0.0250649084957594,0.06512671572040911,0.025758014474833398,0.0080680913523733,0.0387045735389108,-0.020381378991610303,-0.0110092189906679,0.0236708556336795,0.004935453492956999
2019-06-14,0.0249762641002477,0.0163120747523759,0.0286596601073342,0.0199752850495606,-0.0219079818031432,0.0057572030443053005,-0.0004948287678194999,0.0163818900660219,0.0284051860377229,0.0079136671926937
2019-06-21,0.07925650870098591,0.0471777098107146,0.024903596403596504,0.0451171352799317,0.0881115580196944,0.0644128331929462,0.0618024903910969,0.0543865517503225,0.0988524591540308,0.0258867756277684
2019-06-28,0.002119065752729,0.0244852857118113,0.017872961433470898,0.00019801629938909996,0.0054028840263268,0.04446302663314,0.0131338814596712,0.0225909887214234,-0.0375563831257583,0.0075025641025640005
2019-07-05,0.0219842127569401,0.0454395713485719,0.0344431963281223,0.0360616673828965,0.0954351525131339,0.0153461538461537,0.4547097250812389,0.0726068083957424,0.0392584660237721,0.08543321343905841
2019-07-12,0.0188770408907978,0.0022583402699570994,0.022437560803784,0.0006351107559096998,-0.040439573289199005,0.0112622100122101,0.0961337317030165,0.004999583749583599,0.0159399362978346,0.015215778316172001
2019-07-19,0.0063412445194623,-0.0149044686148604,-0.0244915684915685,-0.0394754585635074,-0.0416415286528086,0.0358510602122852,-0.1060285491194429,-0.0216712438341553,-0.014808636007917902,-0.015426921201665302
2019-07-26,0.0510506993006994,0.0197265886287625,0.0392095992243051,0.0340812790612848,-0.0182869015378281,0.07301877106956761,-0.044634763734033,0.0169982561087583,0.0583349035916232,0.0065921697824087005
2019-08-02,-0.0275769722604762,-0.0411840423777722,-0.07810856291761309,-0.0467661217445215,-0.0552100538672463,-0.0875451920316261,-0.08695463067530809,-0.07929555493827989,-0.0287518598422854,-0.023653367776502
2019-08-09,-0.0173682262754428,-0.0406361279170268,-0.0642877346638429,-0.0045781156076088,0.007898356580582699,-0.0036011972842089008,-0.0845814417486397,-0.0916723038454139,-0.0745553981646856,-0.0355366178428761
2019-08-16,-0.036093077754452904,0.0069988687782805,0.0175807383998767,-0.0415038261001413,-0.0261426654740608,0.0140296310832024,0.1498748966087675,0.019993862520458303,-0.0267541286397218,0.0098981019513875
2019-08-23,0.0654946294889875,0.026425518064446103,-0.002620337562388199,0.028919526164469002,0.044353192094412,-0.004953252378750699,-0.0315838477906632,-0.0007992058303674995,0.0242347614192141,0.0186492274993867
2019-08-30,0.06770159752271179,0.045600301659125105,0.1200528163051678,0.054736325293028,0.051170711641299604,0.0384153649041539,0.1157919738336127,0.07059703472239169,0.0766453312485127,0.053673392181588904
2019-09-06,0.023849172994802003,0.0576296636216169,0.0231917375077752,0.07172668468320359,0.046686537231162804,0.08802481736140949,0.10081474007629769,0.0638780776877196,0.0322050276313281,0.0440451187884962
2019-09-13,0.0438896321070234,0.0252841424368996,0.055359858532272,0.0025171699390308996,0.016102564102564,0.0546546522670554,0.035479257711801895,0.083348034959773,0.0549802658074909,0.0614823415578131
2019-09-20,-0.0340963460623146,0.0392524910322836,-0.0631971032337502,-0.0121083015827726,0.0127881686841076,-0.0234063783191897,-0.0020767562401040997,-0.0190804684142673,0.0089556326590874,-0.0014481068885285999
2019-09-27,-0.0252943060905382,0.0060934308371131,-0.0151221719457014,-0.0324056976745716,-0.0245557261854902,0.0090764024469606,-0.0652938014026949,-0.0270740307141382,0.00014313050133960004,0.0031530648483556
2019-10-04,-0.0352872070370152,-0.0129245573992967,-0.0369771079198065,-0.0433096960965754,0.0098342850744598,0.0122631556189737,0.0069230769230769,-0.0482416768718139,-0.0356014564615682,-0.0231625514036992
2019-10-11,0.0716538461538462,0.0386583657189609,0.0168998308361525,0.0592840966492673,0.0225078270785816,0.08027530053117131,-0.007867486774427002,0.0768910658307208,0.08392041800643091,0.0499377833452636
2019-10-18,0.0201201259863786,0.0593541777845542,-0.0127903018034597,0.0063203374639544995,0.0330567659019892,-0.0035897435897436006,0.0263794985349136,0.0595548615609947,0.0057075200918483,0.029013565345907398
2019-10-25,0.0211064356435643,0.0279364406779662,0.034568448023426,0.0060742101706369,0.0171925658876181,0.07043421052631571,-0.0111071995365888,0.009706521739130499,0.0022673701905119,0.023756041620049
2019-11-01,0.0415741262154146,-0.0032198460829166997,0.0073979107312441,0.18940294523290468,0.0285766202301634,0.0336425227419784,-0.015298498947316701,0.0060560750156727,-0.0075234521575985,0.0071430989252772
2019-11-08,0.011370827285921599,-0.021292124968650298,0.07499746267022009,0.0511934381564344,0.0673474877723432,0.0485815569972196,0.0259397233390003,0.10089195792059369,0.0308305071094905,0.0374501505973128
2019-11-15,-0.07211132177681469,0.026182273045593403,0.026048807367665704,-0.0010526439744733994,0.047383759519317996,0.0236340105315591,0.0026788319110492005,-0.0074236716891355,0.0173959822705176,0.003923676089169201
2019-11-22,0.015753520988815,-0.0282114752321422,-0.0448812650763872,-0.0741697665657398,0.0069491428763123,-0.0052867132867133,0.0006530685286289997,0.006076923076923,0.07977661063435719,0.0084293610581035
2019-11-29,0.0504394703657,-0.0058382220891948005,-0.0188921700144737,0.010996545697823601,-0.0119286911345735,0.032095048629531504,0.0122611254843252,0.0166147662626761,-0.0205801885550259,-0.011540931545518801
2019-12-06,0.0432493958434027,-0.0003891625615764999,0.007,-0.0047678481649069,0.012328596802842,0.0379417040358743,-0.0404579138820743,0.0219657697818819,-0.017991200281590902,0.012650945446642001
2019-12-13,-0.0051702066590126,-0.006571960297766799,-0.00011342802275439955,0.012248272872137901,-0.0217288665398206,0.0761486097634424,0.0145415357289248,0.0337760180995475,0.0007443765620660002,0.013690636897142
2019-12-20,0.046648731877475105,0.0231459517430425,0.0188329104450364,0.0317530548937632,-0.0034767095961365,-0.0015117012617012005,-0.0031599090731684,0.036022469697504,0.051054882651420705,0.040517909066877904
2019-12-27,0.0029667832167833003,-0.0117728329648547,-0.004204625852795599,-0.009060876097751101,-0.0021419397070271,0.0062363370715526,-0.0015122279577694997,-0.018350925820093702,-0.014185560347714302,-0.0137323284823283
