,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.025953056155055314,1.421772552129398,1.2811817014195988
1,02,0.013453609403402851,0.5273766741978168,0.6849177827985444
2,03,0.014017558657623528,1.1863756942900459,1.1242504628600305
3,04,0.00536380119324397,0.6791293590072753,0.7860862393381836
4,05,-0.003678001532154528,0.83223047544749,0.8881536502983267
5,06,0.023672869896969196,0.9822841029573405,0.9881894019715602
6,07,0.006180433112940855,0.6685387823831856,0.7790258549221237
7,08,0.0032808626734268814,0.592328322740443,0.7282188818269619
8,09,0.012037025151275199,0.5311184995429514,0.6874123330286342
9,10,0.0021755558412225,0.6565227631131061,0.7710151754087373
10,11,0.023803607066645673,0.6682124416725642,0.7788082944483761
11,12,0.008500071204190626,0.5769559210342428,0.7179706140228285
