Date,Banca Mediolanum ,Inwit ,Azimut ,Banco Bpm ,Ferrari ,BPER banca ,Banca pop Sondrio ,Unipol ,Poste Italiane 
2019-01-04,0.0108746788574884,0.0502448094654716,0.0530233028872332,0.0530233028872332,0.0351720575460493,0.0109535404209316,0.0376555412672433,0.0524509227270741,0.0192992113842628
2019-01-11,0.0366304086538461,0.0268577354882487,0.0362271676366253,0.0362271676366253,0.08673046807778341,-0.029299113769318,-0.0228220552442406,0.061663004905541996,0.023319712895799802
2019-01-18,0.0234791681828104,0.019459653092006,-0.014358104752263599,-0.014358104752263599,0.0328751788723883,-0.0611782795003858,-0.0234302048178751,0.014567959248144101,0.055541344288850394
2019-01-25,-0.0009556460252837995,0.0216169302104386,0.0886506047411707,0.0886506047411707,-0.010660997294163099,0.0357097315373827,-5.38760850043998e-05,0.051883491349819295,0.0185884929728851
2019-02-01,-0.014317352582058601,0.0497756605097029,0.0171059389990845,0.0171059389990845,0.13222487320803278,-0.0552956173832733,-0.09743696998857279,-0.0271520262072313,-0.0412987119484779
2019-02-08,0.0108545627376426,-0.00038108206245449994,-0.0142957875457875,-0.0142957875457875,-0.0116686256781193,0.1094782012954658,0.0423804347826089,-0.0543219649561952,0.020941888949374
2019-02-15,0.0991665457184324,0.0522030163713834,0.1096794639963517,0.1096794639963517,0.0263964503830266,0.0791895931066498,0.0700988896041195,0.0598070027581979,0.040665382558067696
2019-02-22,0.0301120689655173,0.1378616910229645,0.0282855006622627,0.0282855006622627,0.0024530548068284006,-0.0127709198004444,-0.0138175569520816,0.0118028700906344,0.0088975600309836
2019-03-01,0.0253872010342597,-0.0418881805732633,0.029843844544179102,0.029843844544179102,0.035941701862493895,0.07109507858968331,0.029138461538461502,0.0115344635374619,0.0233277187988059
2019-03-08,0.0194372469635626,0.006563875834776099,0.0941469573472884,0.0941469573472884,-0.0014682616860037002,-0.044864006324465404,-0.0413872254890196,0.008848794859082298,-0.0109903846153847
2019-03-15,0.0223997631218051,0.0408521279747209,0.0608465375377313,0.0608465375377313,0.028999325236167002,0.0329660131395166,0.011098276621171101,0.0634621176157832,0.0404985032888256
2019-03-22,0.0078346521899153,-0.0144088089330025,0.0050999950560812,0.0050999950560812,-0.013425616835994098,0.0164947453688395,-0.0035080584590351004,0.012680225039960899,0.064848248286367
2019-03-29,0.0091194235358913,0.0132069133398245,0.0445082838996147,0.0445082838996147,0.0489265734265733,0.0021598305132254,0.0051671719085513,0.0335533861131913,0.0174302659956864
2019-04-05,0.0363085449783786,-0.0093282501689026,0.049061885964776196,0.049061885964776196,0.0230930157708399,0.020888150194297402,-0.005177636145642801,0.045512820512820296,0.015608146466079699
2019-04-12,0.022616446436998602,0.020104736172917803,0.0177872461724375,0.0177872461724375,0.0107796829607173,0.0484963978271877,-0.0156560112073357,-0.022383056133056196,0.027006158931107603
2019-04-19,0.015333642261353,-0.0585397612400116,0.0632327995816364,0.0632327995816364,0.008116764964236401,0.0857576592461977,0.0910317047817047,0.023585329597102002,0.0648808952358093
2019-04-26,-0.034469285182427395,-0.0077660213618157,0.04130588619190741,0.04130588619190741,-0.0136216490658,0.009971551176096601,-0.06179506604506589,-0.0142685185185184,-0.0239012605042015
2019-05-03,0.014256658523505699,0.0090155925155923,0.0126171182013871,0.0126171182013871,-0.0041368899917288,0.0038026678336413,0.0008018046845002999,0.008069196619141,0.0252814692873057
2019-05-10,-0.046150569691245,0.0039233357490422996,-0.028787365977516403,-0.028787365977516403,0.0461707332734043,-0.0523196311651644,-0.0431852387378703,-0.0321284235790765,-0.0413409387222947
2019-05-17,0.0081785536470002,0.0258317955629276,0.0072734206356194,0.0072734206356194,0.0358164055271112,0.0049423076923076,-0.07670826298372391,0.0318388594164455,0.0076089743589741
2019-05-24,-0.0149305210918114,0.0666169078446304,-0.1014788211398027,-0.1014788211398027,0.0009522783711815004,-0.102099952649477,-0.010065597882041399,-0.0249908560210775,-0.006294053464266199
2019-05-31,-0.012783950617284,0.0076094527363183995,-0.0100743623716463,-0.0100743623716463,0.0013749999999999995,-0.038211467736542805,0.012266990291261999,-0.0418988919667589,-0.0201636771300449
2019-06-07,0.0473568161319417,0.0011410296151461996,0.0135479961215254,0.0135479961215254,0.0466249698577285,-0.017002422945953,-0.0311280939676893,0.006206985643260199,0.0516876657824933
2019-06-14,-0.0187119094731634,0.0402730865025386,0.07009207556364931,0.07009207556364931,0.029114798355577398,0.043499509590048,-0.0205961538461539,0.017498669569424,0.023641596098913
2019-06-21,0.0474329616018249,0.030092150328612302,0.054279951335854795,0.054279951335854795,0.0587319004524885,0.07154766821545351,0.0485442268204076,0.018329386674511,0.031966020384449303
2019-06-28,0.0274846457889934,0.0172748091603053,0.0148173048211863,0.0148173048211863,0.0006278695126863002,-0.017537415451664297,-0.0370772259236826,0.0143874469089193,-0.0229282676541452
2019-07-05,0.032757796257796304,0.0370169801230054,0.0361501431232676,0.0361501431232676,0.0372433742727858,0.0933487958666493,0.0678138887792555,0.058964483916737,0.0547588469845489
2019-07-12,0.0103766628108731,0.013168755401901398,0.0101646107546794,0.0101646107546794,0.0106175909969187,-0.011080555182932102,-0.0318157748049052,0.026703336289071098,0.0001005091778716995
2019-07-19,-0.0034435743896820995,-0.0335022523488781,-0.0295642781875657,-0.0295642781875657,0.0099303534303534,-0.0160958757412423,-0.031108124806920004,-0.0113996492107242,-0.021175143762843
2019-07-26,0.0025750058099000004,0.0322937742756373,0.027778940004095098,0.027778940004095098,0.0049234326890735,-0.0400483081167946,0.0035117348779412,0.0502173157635384,0.0062344517184942
2019-08-02,0.0139947552447553,0.042213060399182496,-0.0298183760683762,-0.0298183760683762,-0.0331304857209435,-0.0428823755543976,-0.0154616890941957,-0.021105881061210002,0.0299942140041543
2019-08-09,-0.055752367752367804,0.013027038356738501,-0.033462091864969505,-0.033462091864969505,-0.0152864294557787,-0.056199789800310304,-0.0895089388223715,-0.0571339056080696,-0.0628982815566511
2019-08-16,0.0124474686655198,-0.010690011636122,-0.022291217349628502,-0.022291217349628502,0.005700804370504801,-0.0320771184032956,-0.0310011312217194,0.0037444838876136005,0.032742148611895
2019-08-23,0.0359560439560439,0.004087912087912201,0.0307895528645769,0.0307895528645769,-0.0076100293851099,-0.0023590728173622996,0.0403717870400825,0.057233908220228405,0.0253616567534695
2019-08-30,0.0218167141500472,0.0085896870494442,0.0104572970888757,0.0104572970888757,0.0444418825103854,0.0638224516504289,0.0117069098849108,0.0156602337591736,0.045959083469721704
2019-09-06,0.0313353401917231,0.0235208809342472,0.0603733649345974,0.0603733649345974,0.0440304039535883,0.0442396194747678,0.0099604072398189,0.011176780003366301,0.038026189426619096
2019-09-13,0.0459055010271627,-0.015798867798868,0.0200641633248268,0.0200641633248268,-0.059137011137011204,0.0836258957588284,0.10086081660275201,0.0568376552625844,0.0167642679900745
2019-09-20,0.0044580818610776,0.0103093941456773,0.0289570452911574,0.0289570452911574,0.0048043128999196,0.0092059209447266,-0.026252502987104097,0.0038112170848017997,0.005393697367924
