Date,Banca Mediolanum ,Inwit ,Azimut ,Banco Bpm ,Ferrari ,BPER banca ,Banca pop Sondrio ,Unipol ,Poste Italiane 
2019-09-27,-0.009307692307692399,0.0337760081328363,-0.0105794593645008,-0.0105794593645008,0.0168675059619544,-0.0197276113889788,-0.0701239623685668,0.012756508814269,0.013550853861266199
2019-10-04,0.0134495453784794,0.0079943142021342,-0.0366056520380374,-0.0366056520380374,-0.0183888660359249,-0.0061603297947492,0.0009350529709810998,-0.0242302137721987,-0.0203673714200029
2019-10-11,0.0427730547550433,0.0297569555912253,0.025864077669903,0.025864077669903,0.0301589246525239,0.0530640004248989,0.0194006024096386,0.0608385860306645,0.0668702404809619
2019-10-18,0.052028592061623705,-0.0015412777598971007,0.0443380871138386,0.0443380871138386,0.007899117501512,0.0832533190160092,0.0835669587699628,0.018140054390054297,0.024312745383161097
2019-10-25,0.0280407518296741,-0.0111824894514767,0.0546696556671448,0.0546696556671448,0.0081780614066404,0.0378738540762817,-0.00043232044198890027,0.0027547942469035996,0.0155748954946585
2019-11-01,0.0114833375093962,0.0063860199950424995,0.0260906563316199,0.0260906563316199,0.0368696009872478,-0.0024798207792500002,0.0147138393048243,0.0193578944120461,0.0225768522453605
2019-11-08,0.09549950114736089,-0.0454686686231554,0.1082121481420246,0.1082121481420246,0.0423063210586575,0.0614276227004757,0.0342629019241387,0.0549898207972691,-0.0105719018062626
2019-11-15,0.0328593599670133,0.028733429269143497,0.11630159474671671,0.11630159474671671,0.0157502056766763,0.0408990677541521,0.1312591968751291,0.0185293476364905,0.0355779875106443
2019-11-22,0.0635015170444405,-0.0160960259252942,0.0170611058537243,0.0170611058537243,-0.0045155959565098,0.0303384193717154,-0.0053843949746529,-0.005121285209751,-0.014532395919492798
2019-11-29,0.0177786193510274,0.0487578056863771,0.0020271621034332003,0.0020271621034332003,0.0332379365365314,-0.010404068511600702,0.0435226681531029,0.010960202688968301,-0.024299352523048802
2019-12-06,0.0059148128052089,-0.0294526659412404,-0.013087336244541399,-0.013087336244541399,-0.009949152542372802,0.0208828195905744,-0.0209589934762348,0.00023308270676690012,-0.0189678942398489
2019-12-13,-0.0077860485522082,-0.0010467141554098992,-0.0335751405457289,-0.0335751405457289,-0.014460212201591601,0.0105727354337858,0.0313923961944097,-0.0035534560065218004,-0.0066341213318915
2019-12-20,-0.0035891319105605,0.029651874890485198,0.0065129396625678996,0.0065129396625678996,0.0311711212516297,0.0177209209057787,-0.011284284067992,0.0399719670876386,0.0330076960895544
2019-12-27,0.0037113454030633006,-0.011326708806513701,-0.0068957960644007,-0.0068957960644007,0.0136802088639837,-0.006682166368046899,0.019462272460364,-0.0222232565433083,-0.010679603953093902
