Date,Amplifon ,Moncler ,Erg ,Eni ,Tenaris ,Enel ,Interpump ,Diasorin ,Generali Ass 
2019-01-04,0.029891801259238897,0.008091726714350201,0.0352837995337994,0.0480415780756921,0.049472294654498,0.027185368754956203,0.0434423076923077,0.0622650690893264,0.0138848788198103
2019-01-11,0.0995427350427349,0.0547139770980225,0.0085214932126696,-0.0074511050316489,0.0495356919956311,0.0129375932446141,0.0288482905982905,0.006410535117056901,0.0169632487336151
2019-01-18,0.0286540778498608,-3.5483545326100464e-05,0.0432220156820331,0.0354680663373324,0.0385217874071584,0.0253269230769229,0.027695797875299,0.0773213772209096,0.0350638941179505
2019-01-25,-0.00405334603477,0.014832919223163002,-0.0218933576293982,0.0021509815485718,0.0402793921235967,-0.017238420961103697,0.0060288121772219,0.0052376621511657,0.0101456383564385
2019-02-01,-0.0171890405035316,0.0980397164010539,-0.01453752562617,0.0171480288857449,-0.004279687009863701,-0.0008142112125164003,-0.0092798165137614,0.024567355530042,-0.0143705173829729
2019-02-08,0.026846938775510098,0.0047403129657228,0.0185892330383481,-0.0140800839425941,-0.0186678082191779,-0.0099028046421662,-0.016764295925661102,0.0343096833130329,-0.014207180500658799
2019-02-15,0.022895458902468,0.0271483516483516,-0.007375284941670799,0.0464361818258897,0.1066009660274366,0.0310911331906037,0.051508177635639,0.011324265073379,0.0259466012532555
2019-02-22,-0.0147218482252141,0.0089079330422125,0.0260147058823529,0.015361111111111,0.0250127118644067,0.0122713903743315,-0.0055060975609755,0.0030762910798122003,0.0081895929087326
2019-03-01,0.039096789673208794,0.0887311593072244,0.016203976794650198,-0.012814233385662,-0.027594788772871,0.0103592269799166,0.006353380609538099,0.0329156648287083,0.0362395733762639
2019-03-08,-0.0188593605189991,-0.0434294700626478,-0.0277701600559759,-2.0258933778000664e-05,-0.0189300804165843,0.0366255826409194,-0.0339618758434548,-0.0050685809624165,0.0005180859355969998
2019-03-15,0.091941845014948,0.0440604703851548,-0.009671382084425598,0.0476140073181761,0.0869294731157388,0.0036394265836279,0.048528074115665204,-0.009369651961871,0.045302005625534804
2019-03-22,0.0054423076923076,-0.0394225571725571,-0.0357517221584387,0.0126273218057282,0.0521333348949062,0.0354240261566587,0.0103442684766213,0.0464259142496845,0.0060543027963469
2019-03-29,-0.0098583916083916,0.020758151582430003,0.0547820193505126,0.0077856442920136,-0.0247461657814644,0.016770718986373702,0.0175865719646206,0.0133450289867611,0.0135204657727592
2019-04-05,0.0021170472179117,0.0375321226657529,0.0014750809356616,0.0098128924522222,0.0286164295153505,0.0020929981659294997,0.07674849222304521,0.029487179487179303,0.011724941724941599
2019-04-12,0.0192230858056492,-0.0127558733348527,-0.0035127633804103997,0.0021923562303421003,-0.0203498650472334,-0.010540832455216,0.031775641025641004,-0.007744983277592,0.015336012303992
