Date,Amplifon ,Moncler ,Erg ,Eni ,Tenaris ,Enel ,Interpump ,Diasorin ,Generali Ass 
2019-04-19,-0.0420366237857704,0.004586406743941,-0.010332795946568298,-0.020240749387183298,0.0464045686527699,-0.011113053613053599,0.0190103891741445,-0.0405159939070832,0.0177167249937098
2019-04-26,0.0251206022659512,-0.0031432092004380994,-0.0157986026731471,-0.0015820373250387994,-0.036394171779141005,0.0151097285067872,0.0263766133988935,-0.0089912204951064,0.0156903050748017
2019-05-03,0.0008727534148094997,0.030892572944296898,0.025420310935190198,-0.011594321269917801,-0.0214173584209556,0.0067520487569724,-0.0022543364632959997,0.0393839421954941,0.0090218632875244
2019-05-10,0.0762369727047146,-0.0087130225246654,-0.0178170389756053,-0.0492111509911086,-0.0357816723506378,-0.0025949336632983006,-0.07044245911568761,0.0329060045988977,-0.0175499488957028
2019-05-17,0.06627856179964589,-0.0215098330221728,0.0627781285878301,0.0451778327168414,0.07728819810326659,0.018993829940550898,-0.0809030396209296,0.0740970826648654,0.0102630289456331
2019-05-24,0.027934587600222202,-0.015217410040939601,0.0422678062678061,-0.0477341903379639,-0.08458959005066789,0.0336550008882572,-0.0098229942100909,-0.0081162533564999,-0.037697781195576
2019-05-31,0.006518163471241,-0.051834000571918705,-0.0085385487528345,-0.029227052796356897,-0.0700614035087719,-0.0333303679391949,-0.0435349344978165,-0.0428465140478668,-0.029908602150537502
2019-06-07,0.017565361375784398,0.0569959207459207,0.0037576216144567,0.0334630961821684,0.023016314254465597,0.06311093081066141,0.0490587508821453,0.10979535142629071,0.0143894551995888
2019-06-14,0.0551550899349406,0.015490301485258002,0.041077033725767896,0.0042577143486886,0.011458806563720302,0.0357891797135134,-0.0195045787545788,0.029142718557407,0.0230638903039565
2019-06-21,0.0054230769230769,0.07275545923406121,0.0359786324786325,0.0528986936758019,0.06884900284900261,0.0321117095425166,0.027962520950124102,-0.004238758825715399,0.0392005792472169
2019-06-28,-0.0218231862923808,0.008848086690107601,-0.025880364918100897,0.0037692307692307,0.0059459830548207,-0.010993285276982399,-0.0021088000904312,-0.00013320825515949998,-0.0034250138350859
2019-07-05,0.0067035318766835,0.029932896890343497,0.0179529914529913,0.0018967284256207998,0.0191973200561384,0.0480760461037333,0.0227300301324692,0.014545656596097401,0.0332066146413972
2019-07-12,0.0097526538087763,0.0050863661786149,0.0426381617833319,0.024834456780332997,0.0478713854726499,0.013834134615384401,-0.0442799642218246,0.0029527632561612994,0.0129179852618729
2019-07-19,0.0307078710253927,-0.0014781704781704,-0.0384001303090769,-0.0353356784858201,-0.07714356232003279,-0.0197289388645767,-0.002112647872403,-0.008093476144109098,-0.008176157662005499
2019-07-26,0.0008747185298176004,0.0260096581643952,-0.010461431978873701,0.0138943254354644,0.0217396516040012,-0.0068084263065179,0.0094512039618051,0.0115191548333207,0.0061878698224853
2019-08-02,0.057086009341701896,-0.06511410716751839,-0.0086020626812691,-0.0409881889974998,-0.0546724998302668,0.0029714790040876998,-0.035034709913742204,0.048083433985053,-0.0125414524860121
2019-08-09,0.0007008392869529995,-0.0221677627391913,-0.012805827372855301,-0.0313648223121906,-0.045903476157816904,-0.0218297713902749,0.0019076923076923997,0.0061891598523772,-0.033308919187944
2019-08-16,0.0151074660633483,-0.0347355088254521,-0.013094948435198,-0.005464442319354399,-0.0567881574946792,0.0473101773971556,-0.011584649312195399,0.0013628566269412003,0.0054323014383991005
2019-08-23,0.0450527768195929,0.023923304102867,0.024544378698224803,0.0152067012741858,0.0339556824449273,-0.0024801419741754,0.031058084772370202,0.0054978229317852005,0.0189615865986327
2019-08-30,0.0158919619706135,-0.0032028337728511993,0.030817425157739102,0.047322067827165804,0.024667277668920802,0.0660021631911394,0.0406748865169917,0.024343027482914,0.0252525399129171
2019-09-06,0.0035945732349843005,0.0618740268971273,0.0433622177084698,0.013598178137651701,0.0146851577411897,0.010962209234502002,0.0586769023189608,-0.0069083458324406,0.0455741791602448
2019-09-13,-0.059445942373777406,-0.0180693077778728,-0.0040168598524762,0.025744483548405,0.030370678370678198,0.0016165465953984996,0.06816286938867569,-0.0299353904099666,0.0274772558631079
2019-09-20,0.0270243212669681,-0.06477065527065541,0.0435160486995019,0.0420566461450822,-0.014633215587538998,0.0034574309185959,-0.0010166958645219,0.0293221153846153,0.0270577198195221
2019-09-27,0.0272944679083292,0.0139694382870349,-0.0039076923076923,-0.0285297923626675,-0.017749088816420698,0.037626614261650704,0.006387234724969,0.0123716970052846,0.0065328792809879
2019-10-04,-0.0477024737377159,-0.0037184554575859993,-0.008155006006379301,-0.029365524186927297,-0.0504824389094052,0.0022074860005894,-0.0409935897435897,0.0182974845060154,-0.0048350417779309
2019-10-11,0.001158201304753,0.06636893054701891,-0.006918671405139299,0.0283093620791494,0.0507465322930213,0.0135607787977496,0.0213378920495987,-0.0630719306466729,0.0302627478753542
2019-10-18,0.048064036478984704,-0.060168436551847095,0.011815836602421699,0.0027795105299440997,-0.027841957969371202,0.0021210407239817992,-0.09094446441409061,0.009849593102111899,0.014023158892034999
2019-10-25,-0.034654140414041204,0.1310894466894622,0.0244003033645891,0.0256179245283018,0.0179327956989245,0.0232984633569739,0.00675,-0.0183630085384229,0.0155436246221489
2019-11-01,0.0914301191765981,-0.0207241445311669,0.0313133208255159,-0.0170085470085469,0.0517975984032982,0.0143358676207513,0.002142200429053,0.0486541433836641,0.0080126982796554
2019-11-08,0.037822677322677196,0.076884156077076,-0.0319704924704923,0.042117944227401,0.0263973837072757,-0.002724309956383301,0.1003287861058077,0.041273035075705504,0.0504633699633698
2019-11-15,0.057275156623393296,-0.022635187607291697,0.0500863109097835,0.0081718572125549,-0.005718754798096099,0.005475111474601901,-0.0049232740173443,0.0643750919252832,0.0055363158739072
2019-11-22,0.004479478987466199,0.0265911462716713,-0.025551964640525497,-0.0096755382451586,0.0014313969205910996,-0.0102448490011883,-0.011687695723965198,0.081957681884511,-0.020787969985153098
2019-11-29,0.0692076923076923,0.0727417582417582,0.088462564381726,-0.0133409215819905,-0.0138903596403596,0.022511396011395998,0.07538342704770741,0.0252795646838468,0.00010707585097829986
2019-12-06,-0.0065542168674698,0.0681013326628111,-0.024202818319074,0.0110834184045499,0.033523000414421904,-0.004814469078179599,-0.0099252468265161,0.0276100577081616,-0.0102692930383162
2019-12-13,-0.0345616559013504,-0.0233826102807147,0.0178126873126872,-0.004632115524272399,0.035380283221018,0.0295632983252908,0.019618198874296403,-0.055581769603578905,0.0145620115743673
2019-12-20,0.0361275666564509,0.0071978089148016,0.028521999209017098,0.034640190667903,0.0059695536422339,0.048019925020827504,-0.003188450635119601,0.026407824933687,0.042066080865699206
2019-12-27,0.0062830989691951,0.0006991694414659006,-0.0100621465644124,0.0089182905615924,-0.0008085810453066994,-0.0023788883195628,0.0185190103592682,-0.011554828842899899,-0.01270515354211
