,Month,Portfolio Excess Return,Beta,Adjusted Beta
0,01,0.02511832804815907,-0.1487910781657431,0.2341392812228379
1,02,0.0260388653212374,1.1772212588406237,1.1181475058937491
2,03,0.022220506657516088,0.6751330207115336,0.783422013807689
3,04,0.017915576882293942,0.9446807737743717,0.963120515849581
4,05,-0.010976665795556314,0.7400296977534933,0.8266864651689955
5,06,0.022609927206047282,0.740520996150427,0.8270139974336179
6,07,0.012276296179621761,1.125496347440258,1.0836642316268386
7,08,-0.0020638874328163604,0.7171199889399782,0.8114133259599854
8,09,0.017180551092331273,1.0613893128925342,1.0409262085950228
9,10,0.021697052478402555,0.9265978943149125,0.9510652628766083
10,11,0.030046473327316674,0.7250353393452691,0.8166902262301794
11,12,-0.0004253284110499481,0.5750774962984073,0.7167183308656049
