,Date,FTSEMIB Index,A2A 2018-2023,Amplifon 2018-2023,Azimut 2018-2023,BPER banca 2018-2023,Banca Mediolanum 2018-2023,Banca Monte dei Paschi di Siena 2018-2023,Banca pop Sondrio 2018-2023,Banco Bpm 2018-2023,Brunello cucinelli 2018-2023,Campari 2018-2023,Diasorin 2018-2023,Enel 2018-2023,Eni 2018-2023,Erg 2018-2023,Ferrari 2018-2023,Fineco 2018-2023,Generali Ass 2018-2023,Hera 2018-2023,Interpump 2018-2023,Intesa San Paolo 2018-2023,Inwit 2018-2023,Italgas 2018-2023,Leonardo 2018-2023,Mediobanca 2018-2023,Moncler 2018-2023,Pirelli 2018-2023,Poste Italiane 2018-2023,Prysmian 2018-2023,Recordati 2018-2023,Saipem 2018-2023,Snam 2018-2023,Stellantis 2018-2023,Stmicroeletronics 2018-2023,Telecom 2018-2023,Tenaris 2018-2023,Terna 2018-2023,Unicredit 2018-2023,Unipol 2018-2023,BOT 3m,Risk Premium
0,2018-01-12,0.02932657478663181,-0.044569993722536116,0.04576144036008989,0.032797239526890065,0.07244362600326593,0.012517385257301727,0.03290568607590583,0.04062499999999991,0.032797239526890065,-0.035335689045936425,-0.003144654088050425,0.03776041666666674,-0.017790262172284632,0.02009702009702008,-0.001250781738586615,0.04017139796464919,0.07744107744107742,0.03092105263157907,-0.008592200925313875,0.0304498269896194,0.07457386363636354,-0.02588996763754048,-0.031013916500994165,0.043269230769230616,0.026799789805570073,-0.030069390902081716,0.016149870801033694,0.013270882123341154,0.010547103728946627,0.006256517205422307,0.0368321310673676,-0.01740812379110257,0.06752519399226964,0.028306742151312347,0.00677048070413,0.04335047759000732,-0.023227873448137704,0.07507692307692304,0.05237395986294646,-0.008653846153846154,0.03798042094047796
1,2018-01-19,0.013631767708088383,0.04073587385019706,0.022955523672883782,0.131213709106359,-0.02193351908248553,0.06730769230769229,-0.03185739658469422,-0.02582582582582582,0.131213709106359,0.00366300366300365,-0.006309148264984188,-0.006900878293600976,0.02764537654909427,0.007472826086956541,0.04821540388227907,0.01596292481977346,0.010937500000000044,0.0319081046585834,0.020000000000000018,0.030893216924110067,0.020489094514210215,0.008305647840531671,0.018875666803446878,0.03686635944700467,0.01893551688843398,0.07472178060413359,0.0006357279084552303,0.036209553158705665,0.013222628906236045,-0.0010362694300517505,-0.009374723622534664,0.002460629921259727,0.021955372839043363,0.02302302302302306,-0.03026227303295237,0.0028169014084507005,0.00820008200082012,-0.00400686891814539,0.011627906976744207,-0.008673076923076924,0.022304844631165305
2,2018-01-26,0.004537833242523437,-0.007575757575757569,0.0133239831697054,-0.006356522976241452,0.07847229123190558,0.019305019305019266,0.011311946446834975,0.0295930949445129,-0.006356522976241452,0.0,0.01984126984126977,0.0018951358180667732,-0.038961038961038974,0.008091706001348564,0.0077658303464755996,-0.022807906741003525,0.04070066975785669,0.0030921459492885273,-0.002614379084967311,-0.013680781758957594,0.023316062176165886,-0.02883031301482708,-0.002013693113169457,-0.01333333333333342,-0.0125565042692114,0.0014792899408284654,-0.006353240152477735,-0.00520446096654259,-0.006180491668768218,-0.004149377593361092,0.011457310359194173,-0.016200294550809957,0.01278559988783634,-0.06702544031311164,-0.0006934812760054365,0.02106741573033699,-0.002440016266775258,0.031609195402298784,0.03172413793103468,-0.009000000000000001,0.013537833242523438
3,2018-02-02,-0.02742718171906855,-0.0330788804071247,-0.04636678200692046,-0.024786951342435692,-0.030990847103630426,-0.015782828282828287,-0.07320843011340361,-0.04251497005988025,-0.024786951342435692,-0.04744525547445244,0.007003891050583633,-0.03467843631778056,-0.04054054054054057,-0.040267558528428005,-0.02845287492590398,0.07676348547717837,-0.024356435643564378,-0.016954377311960478,-0.04193971166448229,-0.06208718626155885,-0.014082278481012733,-0.03223070398642913,-0.023405972558515065,-0.1351351351351351,0.01180061037639879,-0.03914327917282123,-0.02813299232736577,-0.01584454409566527,-0.043192954741217426,-0.08124999999999993,-0.0876387744694207,-0.04441117764471059,-0.05090674816573859,-0.030414263240692296,-0.015405968077723764,-0.054332874828060485,-0.035670607419486355,-0.02116991643454036,-0.03230837789661334,-0.008923076923076924,-0.018504104795991627
4,2018-02-09,-0.044646174188649024,-0.07269736842105268,-0.06676342525399126,-0.023502466525722188,0.0066563124029288545,-0.04297626683771649,0.03675315940014512,0.0037523452157599557,-0.023502466525722188,-0.02298850574712652,-0.06568778979907264,-0.09144350097975185,-0.06760563380281681,-0.06621131865068308,-0.04270896888346554,-0.05780346820809246,-0.06494824436776936,-0.037315772969582994,-0.050615595075239495,-0.03732394366197178,-0.010271224522548583,-0.049079754601227044,-0.07355371900826446,-0.09479166666666672,-0.0229237884576714,-0.011529592621060791,-0.04763157894736836,-0.022478736330498128,-0.04730936176253053,-0.125,-0.07717031431397003,-0.06919060052219328,-0.07322176905858524,-0.0703082747431042,-0.014942204680011395,-0.06981818181818189,-0.05051786091735355,0.010700056915196265,-0.03476859313838354,-0.008865384615384615,-0.03578078957326441
5,2018-02-16,0.028471923037883373,0.014189428875487797,0.0637636080870918,0.010073491381902722,0.023867250228281733,-0.028820375335120607,-0.0841273730731974,0.0286604361370717,0.010073491381902722,0.031372549019607954,0.027295285359801413,0.025161754133716796,0.048769961156668096,0.01746529332736224,0.030592734225621587,0.07361963190184051,0.048838723681354335,0.010097719869706978,-0.005043227665705974,0.07607900512070231,0.017512566888276293,0.03594470046082954,0.00022301516503131502,0.042807825086305984,0.01687590039102682,0.10614307931570766,0.06051395413097538,0.03418272218769425,0.01213138279727577,0.00842241658568188,0.006429894349381016,0.036746143057503566,0.04248763627338836,0.05090168702734155,-0.004293073840870076,0.03088350273651308,0.01558325912733749,0.0033787588692422155,-0.010734732824427495,-0.009576923076923077,0.03804884611480645
6,2018-02-23,-0.00551498648119908,0.027632039174536605,-0.05190058479532156,-0.004155924574136827,0.012301257803610355,0.00552104899930983,-0.09589853848958296,0.007874015748031482,-0.004155924574136827,-0.03231939163498099,0.0032206119162641045,-0.021739130434782594,-0.0051440329218107594,0.011590375586854496,0.03277674706246114,-0.004761904761904745,0.024627483443708575,-0.009029345372460584,0.01520637219406229,-0.05030591434398368,-0.01737051792828681,0.006227758007117501,0.02296544035674475,-0.018980357536967474,-0.0016191054442420416,-0.014411247803163496,-0.02423137050547164,0.008413461538461453,-0.005992988165107516,-0.06649534211371666,0.02266177474797737,0.02029220779220764,-0.029520380908140798,0.03293661776916679,0.05202644438056914,0.08001516875237003,0.02104340201665944,-0.03277584465147598,-0.014950566674704624,-0.008923076923076924,0.003408090441877844
7,2018-03-02,-0.03352174363701732,-0.023144996596324074,0.01619121048573624,-0.028100804161310555,0.00452653644013723,-0.026080988332189525,-0.0012772194946935045,-0.04687499999999989,-0.028100804161310555,-0.013752455795677743,-0.0778491171749599,-0.052329749103942724,-0.03681489141675287,-0.029876722262509037,-0.008383233532934131,-0.07196172248803823,-0.01050292870127234,-0.02050113895216399,-0.02781740370898711,-0.05368647100930568,-0.024813493350632543,-0.011494252873563315,-0.06015693112467302,-0.03464566929133861,-0.020879789174944152,-0.004992867332382356,-0.0771695594125501,0.022943980929678087,-0.030897781657754808,-0.02408809359944941,-0.06903654409850735,-0.046406788650225406,-0.08570266130576298,-0.05332261521972137,-0.01010928961748625,-0.012289325842696708,-0.033705452984113315,-0.00998027155622605,-0.03818849449204409,-0.008961538461538462,-0.02456020517547886
8,2018-03-09,0.03803644920121907,0.02160278745644595,0.06904400606980277,0.03178001291870425,-0.046271094175285854,0.018322762508808932,0.00447828790309579,0.017654476670870167,0.03178001291870425,0.03984063745019917,0.06701479547432543,0.13086232980332846,0.0384367618638608,0.015996412019734008,0.14371980676328522,0.04351412662404619,0.050214329454990825,0.02657807308970095,0.01247248716067495,0.07866868381240533,0.010477299185098987,0.13059033989266555,0.05519480519480502,0.070379864833372,0.022981366459627228,0.04910394265232987,0.0517939814814814,0.0626274395572386,0.04432156358079298,0.061001410437235615,0.06286242234892248,0.018631813125695063,0.0659241420830825,0.12086045853382399,0.14821970742478596,0.0703874866690366,0.018662519440124425,-0.004806001641073809,0.020615932807330095,-0.008884615384615385,0.046921064585834456
9,2018-03-16,0.004927986072031487,0.01807639836289221,-0.007806955287437911,-0.0011089845636502726,-0.0019342973110096917,0.01038062283737018,-0.0382174658633434,-0.0018587360594796154,-0.0011089845636502726,-0.003831417624521105,0.0,-0.03411371237458194,0.019437551695616007,0.03737492642731022,0.02798310454065467,-0.017786561264822143,0.003401360544217802,0.017799352750809128,0.010144927536231974,-0.018934081346423492,0.01283739302172493,-0.013449367088607556,0.03318681318681316,0.031787502721532856,-0.0022262699858328627,0.009224461906388814,-0.008253094910591452,0.013432017543859587,-0.0022335095752096246,-0.025589896975739435,-0.04077547752487709,0.014742014742014753,0.0011664599781442408,0.0032828282828281097,-0.027884615384615397,-0.03752906011291923,0.02813522355507092,0.013898704358068281,0.00922693266832919,-0.009076923076923076,0.014004909148954563
10,2018-03-23,-0.024875217049491916,0.00670016750418756,-0.0207439198855508,-0.02277733011012617,-0.018713264495631488,-0.023972602739726012,-0.10993250984860403,0.0031036623215394687,-0.02277733011012617,-0.005769230769230749,0.007340946166394691,-0.0076177285318559385,-0.016024340770791068,0.0005673758865247791,-0.007190549563430904,-0.02213279678068414,-0.03341404358353495,-0.019077901430842537,0.025107604017216678,-0.04145818441744098,-0.04046148846278841,0.000801924619085792,0.013826845352052919,-0.008018569318421709,-0.012981744421906694,0.036222071767095576,-0.020804438280166537,-0.020016229375169003,-0.04067139841220213,-0.03206002728512969,-0.024837536517021364,-0.017218186709712202,-0.0322242390051265,-0.06393153788069472,-0.04475766567754702,-0.06038647342995174,-0.014849384811200683,-0.0185873605947956,-0.011613540894489627,-0.009000000000000001,-0.015875217049491915
11,2018-03-30,0.005475770668174285,0.03460898502495846,0.055514974433893416,-0.008245835852894401,-0.007220099721556683,-0.0063157894736841635,-0.043154870835334536,-0.004331683168316891,-0.008245835852894401,-0.013539651837524258,-0.004048582995951344,0.020237264480111428,0.024531024531024404,0.012758718457612783,0.002586652871184647,0.003497942386831321,-0.021242484969939857,0.01296596434359798,0.040587823652904254,0.02386278896346017,0.0003386960203217715,0.03044871794871784,0.01888375996642888,-0.002552648372686539,-0.018906699547883155,0.00947402809539355,0.019830028328611915,0.024013248688931732,-0.008166943591765397,0.05637773079633557,-0.02333031718471057,0.02189980837667682,-0.008173817172619557,-0.032804517343371864,-0.002070929329536564,0.024605214836577183,0.022609819121446995,0.00544507575757569,-0.005499999999999949,-0.008519230769230769,0.013995001437405053
12,2018-04-06,0.023145621710621622,0.020263750402058633,0.02906574394463668,0.004871619582555775,0.021622150474513324,-0.010593220338983023,0.1391903390007614,0.03045369794903663,0.004871619582555775,0.04705882352941182,0.03089430894308931,0.010259917920656614,0.01529175050301812,0.041993281075027866,0.034055727554179516,0.010867336477342615,-0.010237510237510405,0.013759999999999994,0.014794889038332038,-0.0400582665695558,0.01422041645505323,0.017107309486780853,0.030477759472817167,0.009810194071230516,0.014662756598240456,0.07766990291262132,-0.005555555555555536,0.01644204851752029,-0.03058819711762728,-0.00433622414943291,-0.013195783358790125,0.02330565229038295,0.1088346717263673,-0.03641923825410065,0.10661478599221774,0.022222222222222365,0.006738260686460329,0.017070873557805566,0.012820512820512775,-0.009326923076923076,0.0324725447875447
13,2018-04-13,0.01746411994485797,0.008827238335435084,0.04303967720242108,-0.02082005393478792,0.02205835408287049,-0.007851534618129818,-0.08532342708886131,-0.004825090470446325,-0.02082005393478792,0.02621722846441954,-0.0007886435331230235,-0.004739336492890933,0.013476020610384332,0.03653949489521757,-0.06237524950099804,0.0044624746450305786,-0.00041373603640870726,0.021148989898990056,-0.008614976805831565,0.023520485584218598,0.023869137038891708,-0.006116207951070374,0.011191047162270262,-0.009081309398099258,0.007638315441783616,0.022222222222222365,0.013966480446927276,0.017501988862370865,-0.0008075584119970891,-0.0016750418760469454,0.03376046688657697,0.002879581151832511,0.039892375854857054,0.05424120023081369,-0.005157055789967169,0.05154277699859744,0.003974064003346545,-0.00451441139020714,0.053611317944899595,-0.01146153846153846,0.02892565840639643
14,2018-04-20,0.021389333708238922,0.01718749999999991,0.025145067698259194,0.013401100379937692,0.03316987850204578,0.022302158273381334,0.013432253166007602,0.15454545454545454,0.013401100379937692,0.0018248175182482562,-0.029992107340173657,0.014965986394557707,0.010950332420805564,0.03369621565578007,0.03352847259180436,0.007673667205169599,0.026903973509933676,0.03338485316846973,0.002673796791443861,-0.037805782060785775,0.022171503097489387,0.026153846153846194,0.022529644268774796,0.05775788576300078,0.041794714197910254,0.03877790834312567,-0.032506887052341615,0.015115976022934463,0.004045243070532223,0.0013422818791946067,0.02649697475485091,0.006003654398329505,0.01293139270102106,-0.03804050355774491,0.03228086710650335,0.019673224408136125,0.015625,0.045348837209302495,0.02473498233215543,-0.010730769230769231,0.032120102939008154
15,2018-04-27,0.004123907754054468,0.02488479262672816,-0.016981132075471694,-0.005175906710149225,-0.02905166419782934,-0.067558057705841,-0.019514677532499358,0.02887139107611536,-0.005175906710149225,-0.0018214936247723523,0.011391375101708734,0.050938337801608835,0.01547388781431347,0.01291374122367106,0.01750772399588052,0.01503006012024044,-0.00644901249496177,-0.005085252766975801,0.02533333333333343,0.011556240369799742,0.005741626794258492,0.007496251874062887,0.03208349439505209,-0.04291759016723762,-0.003933136676499416,0.04496606334841635,0.024487471526195792,0.02336328626444173,-0.022580443350781132,-0.010053619302949124,-0.05492587278813965,0.03087701089776851,-0.015047176261452133,0.031863442389758356,-0.061173248116868306,-0.005232177894048284,0.021333333333333426,-0.00444938820912133,0.015172413793103523,-0.009211538461538462,0.01333544621559293
16,2018-05-04,0.01702677367275718,0.004496402877697925,0.037747920665387014,0.0187811207827846,-0.00252195030823843,0.026415094339622636,-0.012766517267417399,-0.001530612244897922,0.0187811207827846,0.02007299270072993,-0.0032180209171358554,0.0031887755102040227,0.025904761904761875,0.011882658744894137,0.013157894736842035,0.12339585389930896,0.021805273833671368,0.009019843656043358,-0.0013003901170350884,0.05178979436405173,-0.0007928956549317911,0.01488095238095255,-0.006741573033707815,0.022526315789473728,0.009378084896347394,-0.03464140730717191,0.01250694830461363,0.022829904666332057,0.029703308285435215,0.0375761679079214,0.00635073248488216,0.0065441731688899996,0.010851094550018203,0.06038047973531846,0.03938730853391692,0.060815253122945556,0.0122514561156859,-0.009497206703910521,0.021739130434782483,-0.008519230769230769,0.025546004441987947
17,2018-05-11,-0.007219225626278525,-0.045061175768427275,0.018495684340320562,-0.057291381002004926,0.06021163030246268,-0.019852941176470518,0.21719224906672974,-0.0015329586101175963,-0.057291381002004926,0.09302325581395343,0.006456820016142117,0.019707565162110585,-0.05867062755291497,0.005504587155963359,0.00899100899100902,0.0,-0.035434243176178604,-0.0166865315852206,-0.03059895833333326,0.060101375814627156,-0.001428344707189444,-0.0029325513196482023,-0.041101055806938125,-0.01070619724109545,-0.027090464547677162,0.042893187552565104,-0.044468844359044746,-0.0004905567819474266,0.07291804800424351,-0.004893964110929794,0.07288681047920753,-0.032258064516129004,-0.009174412727712355,0.05148205928237126,-0.05918128654970756,0.011775643012085446,-0.032539682539682535,0.01173152848279746,-0.03789893617021267,-0.008942307692307692,0.0017230820660291673
