Date,Recordati ,Brunello cucinelli ,Campari ,Saipem ,Pirelli ,Hera ,Terna ,A2A ,Snam ,Italgas 
2019-01-04,-0.0006316441069660001,0.0182919173172916,0.06388395135670011,0.09287944904238,0.0195975250239956,0.0680912125065017,0.0564647183525136,0.0418647119970648,0.0618019266018087,0.038207350495781
2019-01-11,-0.0062203238328736,-0.0859081407098649,-0.0045475604957702,0.0666164479348739,0.0690559895129464,0.0107642701821145,0.0216849521446294,-0.0185952338829525,0.0210044408020127,0.0206766086490031
2019-01-18,0.041806014455343196,0.0550992085531797,0.0348802729528535,0.06896550993854031,0.0032375602944909997,0.0038554451166812,0.0117302102389872,0.0017328335506303,0.0126005877500515,0.0060826637144782
2019-01-25,-0.026766045342557696,0.0544435633095427,-0.019805404363951697,-0.007833900666683501,0.0032935075499517003,0.007426347370128,0.0012420712720562,-0.020565603738408298,-0.0065064722511531,0.0038540599103981
2019-02-01,0.0515192693078462,0.042702945990179896,0.0091997136368124,0.0361992586937744,-0.0538237794634219,0.041264702711443994,-0.0116201724187807,0.0060062219020888,0.0007335903705096999,-0.007243589743589799
2019-02-08,0.013447578075206999,0.050494094488188805,0.010269783024888299,-0.0477726908001596,-0.010790014040014001,-0.0129552667116813,-0.0001864261168385002,-0.0138192431561996,-0.0014080044128463001,-0.0121523873700424
2019-02-15,0.07201935209900501,0.019864517061885502,0.0434834503266062,0.09564284174128031,0.0859945984062217,0.0233581516287416,0.0301142793987622,0.0405412087912088,0.0356151004168244,0.0267275879185343
2019-02-22,-0.0253095625184746,0.0027685185185186,0.014622178157412801,0.008027059530968,-0.0059574415541652995,0.015705525606468998,0.0203187593423018,0.0077299114204366,0.011179510155316801,0.0142002487562188
2019-03-01,0.0181592352210688,0.043597808719470096,0.019238944630249,0.055226126514031,0.0141838374532985,-0.0217779941577409,0.0057451551758283,-0.010648171500630601,0.0315403599722534,0.0111170898067449
2019-03-08,0.0184442821513519,-0.0167633874684517,-0.0441168709411873,0.0381441742866766,-0.028281776978781502,0.0292415873600082,0.0105061750176427,0.0337359905045386,0.0203317529654094,0.032840707900598703
2019-03-15,0.07311561240062839,-0.07544034536891671,0.0605673076923076,0.0490011019672449,0.0204877467665076,-0.029164596910761197,0.011664763000589,-0.004994765023665,0.0061923076923076,-0.0062436835293455005
2019-03-22,-0.005382005380132,0.0022677045177043995,0.009591685285668498,-0.0368478518558046,0.0010798915849251,0.08981298542398129,0.0112478229317851,0.016127411400667098,0.0497604895104893,0.0206274928774927
2019-03-29,-0.021748122248122198,-0.0195391964723175,0.037404005085823096,0.024903017199923397,-0.0286838427834383,0.0324073783359497,0.023105172605172503,0.0158511289705318,0.0008641081443039999,0.008359287738893599
2019-04-05,0.0436041486603284,0.0609424018070021,-0.004725274725274601,0.0587825739382496,0.10004692066386031,0.011910669975186,-0.0081935062105033,-0.0474910733287617,0.0010071060191174002,0.0071165026833632
2019-04-12,0.0097532397638379,-0.0118378442545109,0.015162547107071501,-0.052084864623591,0.053814082181729096,-0.0173269230769231,-0.007257995588640799,-0.0275447803978264,-0.0021397536979008997,0.0060224765274565
2019-04-19,-0.018281736863302,-0.017291525914487,-0.011925050434172198,-0.0017072016315829996,-0.020499557243725697,-0.000992985002419,-0.027143554415127898,-0.0023203068684996995,-0.0155780251267356,0.0029538628399799005
2019-04-26,0.0248249718151071,0.0247628205128204,0.0337980880648897,-0.0233980781213989,0.0126350931677018,0.010571112515802599,0.0147290419161677,0.0045868137420007,0.0220107913669064,0.0082311798769453
2019-05-03,0.0044092048520382,0.0062178198685735,0.003273299857149,-0.031391084615924804,-0.0436987633555235,0.0024489756474681,-0.004297720797720999,-0.0088431753431755,-0.005420613073694599,-0.0011667960734291
2019-05-10,-0.0229153506068399,-0.026098397838046503,0.0447280808256006,-0.0784322933127218,-0.06756987573772949,0.016604243363689097,0.0396617541337166,-0.006680240039919001,0.016876373626373398,0.0081709355207723
2019-05-17,0.0438959613744229,-0.0015343762455161999,-0.0010229851493411,0.0443724300787944,0.0161154920498495,0.0279809129226935,0.0222896152456144,0.0761240630482162,0.019946720754973002,0.0483419460286546
2019-05-24,0.009335859542756,-0.037142112125163,-0.0034980905619202,-0.048064814658125,-0.07557033574160639,0.0100999110445246,0.0318737532449789,-0.0244466501240694,0.0274046822742475,0.0073104919344087
2019-05-31,0.012949168710820299,-0.0370248468345813,-0.032924325811777705,-0.0233953696313284,-0.036446656649135906,-0.011248031496062901,-0.0498252595155709,-0.0250877659574468,-0.037609740535942106,-0.015216361120719498
2019-06-07,0.035210498960499,0.022526223776223698,0.0094830562519241,0.1054017802892208,0.0219320030733074,0.0399423076923077,0.0556088336288664,0.0373409953355996,0.0549923145238422,0.0541751940719829
2019-06-14,-0.0221552089642642,0.0102921143102707,0.0031259418258279,-0.006700472092397799,0.0250570253445973,4.989017526189996e-05,0.0099334628785847,0.0034118142813361002,0.0034998901563846,0.0027120561134693004
2019-06-21,0.0145998650472335,0.0221013257069545,0.028824903407095204,0.0642471689756073,0.0451056166056166,0.0544661391240339,0.0477401077936977,0.0526619325451661,0.021531597482635903,0.0344379217273952
2019-06-28,-0.015754706112288498,0.017439770755560198,-0.035271483118108904,-0.0041621868587514,-0.0514834046360763,-0.0372798000175424,-0.0644504031741969,-0.0267263219626626,-0.0844660633484161,-0.027706179066834702
2019-07-05,0.031099018003273398,0.0502351522381866,0.027204942184919,0.0098465576501059,0.0253537011276524,0.044375240098783596,0.0343021978021978,0.0375132069765097,0.0260922425778292,0.028073355554397997
2019-07-12,0.030073950723391897,0.0316884963003427,-0.0077709790209791,0.039554501624988,0.0771861393323657,0.009872253533529898,0.0062126068376068,0.027141980360065498,0.042636685063814996,0.0336799541518084
2019-07-19,0.0346293706293705,-0.041031708379726,-0.011166607585962402,-0.0576611735108418,-0.0811117674153954,-0.0178366809928953,-0.023965183029396802,-0.0022351703023346,-0.0173854138940644,-0.029577517842981703
2019-07-26,0.0199828272434279,-0.0135457603452653,0.0050103307647243,0.0904496899564324,0.08696908095760761,0.0050123826844491,0.0041655386816332,0.012490544319359701,0.0095802175911737,-0.0117661166045974
2019-08-02,-0.0095276044557582,-0.0482590071435966,-0.0197151456398232,-0.0679003318426147,-0.1006596345879512,-0.0015213874910137,0.0120671699360811,0.004592610548493,-0.007882749966083201,-0.0025715191196844
2019-08-09,-0.006548152176023901,0.0057291564157235,-0.054586538461538506,-0.0375222878619363,-0.0696556250766778,-0.005098539320761501,-0.050101980523033204,-0.0290048855254335,-0.0224899852269214,-0.0374588260079529
2019-08-16,-0.003641133623905399,-0.019492343178468,0.0073348315158659,-0.012967162431031699,-0.0217141053241698,0.0345443391919653,0.0274943226198398,0.015719528056484598,0.035658426589473,0.019633969549564402
2019-08-23,0.0377969865186358,0.07293450613479739,0.0488386970172682,0.026035566256247603,0.042149894392587005,0.0166171601047537,0.0338941882859406,0.004832781253833801,-0.0055416159503523,0.0147868007917355
2019-08-30,0.0033831146342403005,-0.0284752615805249,0.0504752461255829,0.0617894557723909,0.0175123705740011,0.043548709152482504,0.0304161792296656,0.0290900838847752,0.0447679976379456,0.0385749582817461
