Date,Recordati ,Brunello cucinelli ,Campari ,Saipem ,Pirelli ,Hera ,Terna ,A2A ,Snam ,Italgas 
2019-09-06,0.0095280115017948,0.0126849531488341,0.0222684976314006,0.0259798078783415,0.0931567969067967,0.0086730345178524,0.0063187053751853,0.0367252970606628,0.005062283606804101,-0.0007773794002608999
2019-09-13,-0.0384481404481405,0.030494041170097498,-0.0299712927165265,0.0398880529591656,0.10873001978535879,-0.0211213750476271,-0.0018650273666048003,-0.0072118479758930005,-0.013761689291101002,-0.0317349872539486
2019-09-20,0.0480422482728058,-0.0332906423473434,-0.012689381020417799,-0.0230842909145698,0.0065913291655339,0.0364276018099547,0.0037652229437818,0.0037307692307692,0.00010683760683759952,0.016534242647660898
2019-09-27,-0.0056142249710087995,0.0357352261472431,0.0130183150183149,-0.0533076112638477,-0.016200347674924,0.0265485096681582,0.0336569094622189,0.0340611020185487,0.0349725937897595,0.0397632595714786
2019-10-04,-0.057371713419998006,-0.0208547008547008,0.0190442890442888,-0.0324648598035903,-0.06925020827547901,0.0241273779983456,0.0055456664547574,0.0198166301464651,0.0047515242629248,0.0035263377926421998
2019-10-11,0.0197863932645301,-0.0361071428571428,0.0229176646706585,0.0520066669655221,0.0630219812426728,0.0025216701902747996,-0.011870689655172302,0.0120785968028418,-0.003913764961915,-0.0123365712338105
2019-10-18,0.0081674056506496,0.0560806544202067,-0.0397258170527175,-0.0001113000517580006,0.006826923076923,0.013727135391148199,0.0289632547705279,-0.006718424390685901,0.006826923076923,-0.0067241540599776006
2019-10-25,-0.0063691432396252,-0.0096084637268847,0.017874845488257,0.0436125117564636,0.0407862560118387,-0.0032658144438586995,0.018437865245789,0.0130186567164178,0.008289815222173199,0.0159081542796759
2019-11-01,0.0107212321048458,0.0495839590633516,0.0118130524731992,-0.026768460392151798,-0.055688729874776306,0.0255599246334071,0.0154178101884524,0.07574538484357521,0.0238350031255808,0.017045240971942398
2019-11-08,0.0196268191268189,0.0260713218820014,0.0127365712146731,0.07373303273609319,0.0463485026423957,0.0124039768386343,0.0090123367198839,0.0080415785990306,-0.002633410865592301,0.0253131412471425
2019-11-15,0.017263668828503498,0.0325883045525903,0.0139174262859269,-0.0015992617864890998,-0.017070060996272403,0.0408809771309773,0.0010156755009696006,-0.014175123656830999,0.014559981385521,-0.0044579114914935995
2019-11-22,-0.0065879845747919006,-0.0118157210582658,-0.0011216372110195005,-0.0211689136108805,-0.0206047755326223,0.0025611018815438,-0.026017671517671502,-0.0247575889457078,-0.0198634141474609,-0.0162062445610612
2019-11-29,0.024178082473379,0.14108569500674759,0.0080161515221937,-0.024474564031986203,0.0010161865161866998,0.015880272952853502,0.0242596992884949,0.0035969509183170004,0.0081392502304618,0.0068076923076923
2019-12-06,-0.033451799317047504,-0.0019232599643068003,-0.0038630054315025994,0.0238661745365883,0.0054466019417477,-0.0229700299700298,-0.0314219554030874,-0.0342884333821376,-0.027796099290779898,-0.034023842917251
2019-12-13,0.0035906104571586,-0.030392049127343203,-0.0090503825034025,0.0012586287025539,0.0233701792179038,-0.0039054503683751997,0.017412374104667998,0.0068122033739015,0.0274001148105624,0.0012073548024188006
2019-12-20,0.0571812469613375,0.0030754954652333997,0.0316358560794043,0.0217569253200895,0.004379520556013599,0.0600464743589741,0.067844992256066,0.0483958529245816,0.07047697676029499,0.0497528301352805
2019-12-27,0.0070576923076923,0.023974985540775,0.008269079345851001,0.0369029874829995,0.0059056185749734,-0.010260467019373502,0.0067245810485319,0.0041216970052847,0.0023986495292086006,0.0007040036384370002
